URLLength,DomainLength,IsDomainIP,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,FILENAME,URL,Domain,TLD,Title,label
29,22,0,100.0,1.0,0.5229071,0.056891785,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1992,1378,1,0.0,0.0,1,0,1,0,0,1,1,2,0,1,0,1,0,0,1,0,1,0,31,15,62,0,7,815789.txt,https://www.discovershelby.com,www.discovershelby.com,com,disvershelby,benign
27,20,0,100.0,1.0,0.5229071,0.064817902,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,3651,2109,1,100.0,100.0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,12,4,14,54,0,61,798744.txt,https://www.enowsoftware.com,www.enowsoftware.com,com,enowsoftware,benign
36,29,0,100.0,1.0,0.5229071,0.0568937,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,1304,8047,1,100.0,100.0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,31,22,29,50,3,63,254251.txt,https://www.securitywatchplatform.com,www.securitywatchplatform.com,com,securitywatchplatform,benign
23,17,0,60.693153,0.7,0.0059772,0.051384722,2,2,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,8,41,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw65458.txt,http://www.bsd.fbcode.co,www.bsd.fbcode.co,co,bsdfbode,phishing
18,11,0,100.0,1.0,0.0036307,0.060709258,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,783,2303,1,100.0,100.0,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,2,3,10,33,0,27,778213.txt,https://www.muas.cz,www.muas.cz,cz,muas,benign
20,13,0,100.0,1.0,0.0001564,0.047251445,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,826,272,1,0.0,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,19,12,15,112,1,16,14836.txt,https://www.pidgin.im,www.pidgin.im,im,pdgn,benign
19,12,0,100.0,1.0,0.0005336,0.0740037,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,931,2155,1,80.0,80.0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4,2,6,49,0,6,94098.txt,https://www.elron.ee,www.elron.ee,ee,lron,benign
23,16,0,100.0,1.0,0.0326503,0.047119913,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,449,5719,1,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,14,13,6,45,0,26,476358.txt,https://www.bischberg.de,www.bischberg.de,de,bischberg,benign
19,13,0,75.0,1.0,0.5229071,0.057890536,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,2,28,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw75720.txt,http://www.stmfl.com,www.stmfl.com,com,0,phishing
20,14,0,89.81818182,1.0,0.5229071,0.0656283,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,15,155,1,100.0,100.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw193.txt,http://www.walemi.com,www.walemi.com,com,walemi,phishing
32,26,0,61.28633271,0.684210526,0.0129268,0.046827835,2,2,0,0,0.0,19,0.594,0,0.0,0,0,0,2,0.062,0,81,3909,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,mw5jan1155.txt,http://www.anilreddydev.github.io,www.anilreddydev.github.io,io,anlreddydevgthub,phishing
30,23,0,100.0,0.8125,0.0008953,0.058689665,2,2,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,473,418,1,0.0,0.0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,17,3,9,1,1,22,238854.txt,https://www.squirrelsave.com.sg,www.squirrelsave.com.sg,sg,quirrelavecom,benign
23,16,0,100.0,1.0,0.0001144,0.058715776,6,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1879,1012,1,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,52,28,24,38,8,140,730013.txt,https://www.ajman.travel,www.ajman.travel,travel,ajman,benign
21,15,0,82.6446281,1.0,0.5229071,0.059329954,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,2,30,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw52291.txt,http://www.madpath.com,www.madpath.com,com,0,benign
20,13,0,100.0,0.666666667,7.47e-05,0.071152365,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,2374,379,1,0.0,0.0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,1,0,1,36,9,10,58,24,87,474906.txt,https://www.ccm.or.tz,www.ccm.or.tz,tz,ccmor,phishing
26,19,0,100.0,0.75,0.0094423,0.059605575,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,958,1820,1,0.0,0.0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,20,10,15,157,0,163,487016.txt,https://www.dadivosa.com.br,www.dadivosa.com.br,br,dadivosacom,benign
29,22,0,100.0,1.0,0.5229071,0.064122017,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,3426,4166,1,100.0,100.0,1,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,8,8,12,84,0,110,415440.txt,https://www.dreamlikediana.com,www.dreamlikediana.com,com,dreamlikediana,benign
24,17,0,100.0,1.0,0.5229071,0.063861477,3,1,0,0,0.0,10,0.417,1,0.042,0,0,0,1,0.042,1,947,9381,1,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,0,0,1,0,0,1,29,4,13,113,0,120,111585.txt,https://www.1stsource.com,www.1stsource.com,com,1stsource,benign
24,18,0,76.58495351,1.0,0.0799628,0.061643753,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,35,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw31j0455.txt,http://www.hoststudio.org,www.hoststudio.org,org,0,phishing
30,22,0,68.49401386,0.722222222,0.5229071,0.055616972,3,1,0,0,0.0,19,0.633,1,0.033,0,0,0,2,0.067,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8007743.txt,https://am2fcu.firebaseapp.com/,am2fcu.firebaseapp.com,com,am2fcufirebaseapp,phishing
26,20,0,61.58088235,0.923076923,0.0180132,0.014898863,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw29582.txt,http://www.f0534243.xsph.ru,www.f0534243.xsph.ru,ru,f0534243xsph,phishing
46,21,0,36.37172516,1.0,0.5229071,0.062091126,3,1,0,0,0.0,30,0.652,0,0.0,0,0,0,4,0.087,1,11,85,1,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7997471.txt,https://www.claimbestdeal.com/disdis/ms-otlook/,www.claimbestdeal.com,com,claimbestdealdisdisms-otlook,phishing
46,24,0,26.64962,0.55,0.5229071,0.052251642,3,1,0,0,0.0,33,0.717,1,0.022,0,0,0,4,0.087,1,16,286,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8029719.txt,https://ebnkng-ch2.wrkbenchh.com/aktualisieren/,ebnkng-ch2.wrkbenchh.com,com,ebnkng-ch2wrkbenchhaktualisieren,phishing
24,18,0,65.71428571,1.0,0.0002752,0.069298044,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,11,77,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,mw76495.txt,http://www.ideardonot.top,www.ideardonot.top,top,ideardonot,phishing
23,16,0,100.0,1.0,0.0115013,0.05690761,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1496,9381,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,14,45,129,170,3,189,64276.txt,https://www.mtwilson.edu,www.mtwilson.edu,edu,mtwilson,benign
28,18,0,62.22426471,1.0,0.0075051,0.056831172,4,1,0,0,0.0,13,0.464,0,0.0,0,0,0,3,0.107,1,37,439,1,0.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,7939112.txt,https://www.ethmining.info/#/,www.ethmining.info,info,ethmining#,phishing
28,21,0,100.0,1.0,0.5229071,0.068422801,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,864,16922,1,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,73,2,5,175,0,16,144069.txt,https://www.selectiveasia.com,www.selectiveasia.com,com,selectiveasia,benign
25,18,0,100.0,1.0,0.5229071,0.062537069,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,5966,24796,1,100.0,100.0,0,0,1,0,0,1,0,3,0,0,1,1,0,0,1,0,1,85,12,67,254,4,59,391709.txt,https://www.theadanews.com,www.theadanews.com,com,theadanews,benign
28,22,0,62.11825861,0.785714286,0.5229071,0.051440266,3,2,0,0,0.0,14,0.5,1,0.036,0,0,0,2,0.071,0,11,82,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,mw10390.txt,http://www.web2.hashgains.com,www.web2.hashgains.com,com,web2hashgains,benign
23,16,0,100.0,1.0,0.5229071,0.057261613,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,789,9381,1,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,40,16,29,127,0,148,119263.txt,https://www.mayfield.com,www.mayfield.com,com,mayfield,benign
23,16,0,100.0,1.0,0.5229071,0.059487012,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,2588,10913,1,100.0,100.0,0,1,1,0,0,1,2,2,0,1,1,1,0,1,1,1,1,76,33,34,196,2,221,137433.txt,https://www.imidaily.com,www.imidaily.com,com,imidaily,benign
27,20,0,100.0,1.0,0.5229071,0.059950513,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,311,650,1,100.0,100.0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,11,5,9,1,0,16,629723.txt,https://www.beppedepalma.com,www.beppedepalma.com,com,beppedepalma,benign
71,23,0,32.404258,1.0,0.5229071,0.039012457,3,0,0,0,0.0,54,0.761,6,0.085,0,0,0,3,0.042,1,13,115,1,0.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,oph07493.txt,https://onlinequranteaching.com/public/nzvjez64c8hpxfn8g6hdvff8yzdyhhfo,onlinequranteaching.com,com,onlinequranteachingpublicnzvjez64c8hpxfn8g6hdvff8yzdyhhfo,phishing
33,26,0,100.0,1.0,0.5229071,0.062210873,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1647,473,1,100.0,100.0,1,1,1,0,0,1,0,2,1,1,1,0,0,0,0,0,1,24,0,11,243,1,227,70288.txt,https://www.christianheadlines.com,www.christianheadlines.com,com,christianheadlines,benign
28,21,0,100.0,1.0,0.5229071,0.073382953,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,3999,3184,1,84.61538462,84.61538462,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,122,10,15,214,4,42,775704.txt,https://www.concretonline.com,www.concretonline.com,com,ncretonline,benign
58,52,0,21.6500679,0.227272727,0.001502,0.055264723,3,2,0,0,0.0,40,0.69,0,0.0,0,0,0,7,0.121,0,2,67,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw48006.txt,http://www.mail-nepalarmy-mil-np-login-download.netlify.app,www.mail-nepalarmy-mil-np-login-download.netlify.app,app,0,phishing
30,24,0,34.64285714,0.588235294,0.0180132,0.034881807,2,3,0,0,0.0,16,0.533,0,0.0,0,0,0,3,0.1,0,9,44,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw30107.txt,http://www.hfdkegjsd.ru.xsph.ru,www.hfdkegjsd.ru.xsph.ru,ru,hfdkegjsduxsph,phishing
30,23,0,100.0,1.0,0.5229071,0.067303897,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,3082,922,1,100.0,100.0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,87,1,4,324,5,359,22939.txt,https://www.areadevelopment.com,www.areadevelopment.com,com,areadevelopment,benign
26,19,0,100.0,1.0,0.0799628,0.055456421,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1100,1902,1,100.0,100.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,6,7,35,0,43,764338.txt,https://www.childbrides.org,www.childbrides.org,org,childbrides,benign
25,18,0,100.0,1.0,0.5229071,0.070175546,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,2115,12622,1,0.0,0.0,0,1,1,0,0,1,0,13,0,1,1,1,0,1,1,0,1,52,41,44,153,9,157,415053.txt,https://www.pureecoinc.com,www.pureecoinc.com,com,pureeinc,benign
19,12,0,100.0,1.0,0.0384199,0.068467197,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,2132,7704,1,100.0,100.0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,14,26,41,109,4,127,55181.txt,https://www.siia.net,www.siia.net,net,siia,benign
26,19,0,100.0,1.0,0.0082003,0.058662028,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1012,9727,1,0.0,0.0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,38,12,19,183,6,187,627510.txt,https://www.feelmagazine.nl,www.feelmagazine.nl,nl,feelmagazie,benign
23,17,0,71.42857143,1.0,0.0002752,0.064034442,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,41,112,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw58443.txt,http://www.googleimg.top,www.googleimg.top,top,googleimg,phishing
23,16,0,100.0,1.0,0.0002081,0.061989405,5,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,437,1746,1,100.0,100.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10,6,17,28,0,42,590236.txt,https://www.cerise.tokyo,www.cerise.tokyo,tokyo,cerise,benign
40,34,0,43.1735047,0.548387097,0.0094423,0.060160094,2,2,0,0,0.0,30,0.75,0,0.0,0,0,0,3,0.075,0,31,146,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8024520.txt,http://ianacurtis.rmxcontabilidade.com.br,ianacurtis.rmxcontabilidade.com.br,br,0,phishing
28,21,0,100.0,1.0,0.5229071,0.064499111,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,2722,1165,1,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,53,10,11,276,17,39,28222.txt,https://www.foodnavigator.com,www.foodnavigator.com,com,foodnavigator,benign
25,17,0,58.74663591,0.692307692,0.5229071,0.056710387,3,1,0,0,0.0,14,0.56,0,0.0,0,0,0,3,0.12,1,13,73,1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8075407.txt,https://s.amazenru-jp.com,s.amazenru-jp.com,com,samazenru-jp,phishing
24,17,0,100.0,1.0,0.5229071,0.062764568,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1102,9381,1,100.0,100.0,0,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,1,35,20,27,59,2,80,83129.txt,https://www.mamiworks.com,www.mamiworks.com,com,mamiworks,benign
22,16,0,84.95350803,1.0,0.0799628,0.057108961,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,88,239,1,100.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,5,mw52215.txt,http://www.wifizone.org,www.wifizone.org,org,wifizone,phishing
37,30,0,100.0,1.0,0.5229071,0.060397834,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,1585,1350,1,100.0,100.0,0,0,1,0,0,1,0,3,0,1,0,1,0,0,1,0,0,26,8,10,47,0,10,629369.txt,https://www.arthurveterinaryclinic.com,www.arthurveterinaryclinic.com,com,arthurveterinaryclinic,benign
32,25,0,100.0,1.0,0.5229071,0.06470658,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,4931,3968,1,0.0,0.0,1,0,1,1,0,1,0,20,0,1,1,1,1,1,1,0,1,77,4,51,103,13,24,35505.txt,https://www.thecomfortcompany.com,www.thecomfortcompany.com,com,themfortmpany,benign
26,18,0,48.92787524,0.571428571,0.001502,0.035864901,3,1,0,0,0.0,11,0.423,4,0.154,0,0,0,3,0.115,1,108,8125,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8005191.txt,https://rfde-107a7.web.app/,rfde-107a7.web.app,app,rfde-107a7web,phishing
21,14,0,100.0,0.714285714,0.028555,0.060322865,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,642,715,1,0.0,0.0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,7,2,7,55,3,14,50519.txt,https://www.stir.ac.uk,www.stir.ac.uk,uk,stirac,benign
58,25,0,18.05814332,0.428571429,0.0002752,0.031838033,3,1,0,0,0.0,28,0.483,17,0.293,0,0,0,6,0.103,0,2,67,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8004443.txt,http://vinted-pl-gj32d.lanru.top/authorize/1662975258698217,vinted-pl-gj32d.lanru.top,top,0,phishing
32,25,0,100.0,0.888888889,0.028555,0.061000317,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,432,283,1,0.0,0.0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,11,5,15,63,2,11,848238.txt,https://www.discoverbristol.co.uk,www.discoverbristol.co.uk,uk,discoverbristolco,benign
32,25,0,100.0,0.5,0.0326503,0.058977082,2,1,0,0,0.0,17,0.531,0,0.0,0,0,0,3,0.094,1,345,717,1,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,8,11,20,8,14,903778.txt,https://www.it-internet-design.de,www.it-internet-design.de,de,it-internet-esign,benign
31,24,0,100.0,1.0,0.0384199,0.068022824,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1512,304,1,100.0,100.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,154,688229.txt,https://www.openautoalliance.net,www.openautoalliance.net,net,openautoalliance,benign
24,17,0,100.0,0.7,0.0100856,0.068569642,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,642,178,1,0.0,0.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,2,5,5,0,30,722387.txt,https://www.grossi.com.au,www.grossi.com.au,au,grossicom,benign
32,25,0,100.0,0.555555556,0.0038776,0.04772182,2,2,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,449,1161,1,0.0,0.0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,11,19,90,1,10,470381.txt,https://www.plainfeld.salzburg.at,www.plainfeld.salzburg.at,at,plinfeldslzburg,benign
26,19,0,100.0,1.0,0.5229071,0.063563855,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,3582,698,1,100.0,100.0,1,0,1,0,0,0,0,3,0,1,1,1,1,0,1,1,1,78,10,31,494,16,91,47229.txt,https://www.lesaffaires.com,www.lesaffaires.com,com,lesaffaires,benign
28,22,0,63.61273554,1.0,0.0384199,0.052714757,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,49,777,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,mw31233.txt,http://www.sikhsiyasatapp.net,www.sikhsiyasatapp.net,net,0,phishing
27,20,0,100.0,0.846153846,0.028555,0.062482599,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,692,778,1,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,52,6,15,105,55,32,781630.txt,https://www.adamwalton.co.uk,www.adamwalton.co.uk,uk,adamwaltonco,benign
32,26,0,61.05860113,0.777777778,0.5229071,0.056697938,3,2,0,0,0.0,18,0.562,1,0.031,0,0,0,2,0.062,0,2,41,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw64853.txt,http://www.pony4.microsoftups.com,www.pony4.microsoftups.com,com,0,phishing
119,44,0,18.27367908,0.375,0.5229071,0.048482504,3,2,0,0,0.0,81,0.681,16,0.134,0,0,0,14,0.118,1,2,170,0,0.0,0.99009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8042866.txt,https://objectstorage.ap-singapore-1.oraclecloud.com/n/axo19n6cjxrb/b/bucket-20230214-2330/o/bigialopopoqueueindex.html,objectstorage.ap-singapore-1.oraclecloud.com,com,0,phishing
29,22,0,100.0,0.866666667,0.028555,0.065978509,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,282,474,1,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,7,5,17,9,4,903192.txt,https://www.meccanoindex.co.uk,www.meccanoindex.co.uk,uk,meccanoindexco,benign
20,13,0,100.0,1.0,0.0016589,0.060992992,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,6442,1192,1,100.0,100.0,1,1,1,1,1,1,8,6,0,1,0,0,0,0,1,0,1,166,1,13,418,0,128,82209.txt,https://www.thetoc.gr,www.thetoc.gr,gr,thetoc,benign
26,19,0,100.0,1.0,0.5229071,0.061720699,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,367,364,1,100.0,100.0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,5,1,10,19,2,11,878137.txt,https://www.mandsenergy.com,www.mandsenergy.com,com,mandsenergy,benign
20,10,0,61.21794872,0.571428571,0.0010349,0.06222001,2,0,0,0,0.0,8,0.4,0,0.0,0,0,0,4,0.2,1,63,888,1,0.0,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,7528080.txt,https://eth-pos.cc/#/,eth-pos.cc,cc,eth-pos#,phishing
30,24,0,60.33240997,0.411764706,0.0019696,0.049754886,2,3,0,0,0.0,16,0.533,0,0.0,0,0,0,3,0.1,0,2,268,0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw41956.txt,http://www.play.stream.vidzi.tv,www.play.stream.vidzi.tv,tv,0,phishing
15,9,0,68.0,1.0,0.0005524,0.038492973,2,1,0,0,0.0,3,0.2,0,0.0,0,0,0,1,0.067,0,2,24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mw52296.txt,http://www.mw.lt,www.mw.lt,lt,0,benign
29,22,0,100.0,1.0,0.5229071,0.066029006,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,2964,1658,1,100.0,100.0,1,0,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,34,6,20,89,8,110,458830.txt,https://www.edisonlearning.com,www.edisonlearning.com,com,edisonlearning,benign
25,17,0,64.55209535,0.615384615,0.0799628,0.054737939,3,0,0,0,0.0,15,0.6,0,0.0,0,0,0,2,0.08,1,2,5972,1,100.0,100.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,7641141.txt,https://uniswap-event.org/,uniswap-event.org,org,uniswap-event,phishing
22,15,0,100.0,1.0,0.5229071,0.052856901,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,4956,19828,1,100.0,100.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,4,6,13,375,0,420,19133.txt,https://www.tiffany.com,www.tiffany.com,com,tiffany,benign
32,25,0,100.0,1.0,0.5229071,0.062954584,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1258,2691,1,100.0,100.0,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,7,3,23,84,2,8,511554.txt,https://www.poppinsonmackinac.com,www.poppinsonmackinac.com,com,poppinsonmackinac,benign
24,18,0,70.06802721,1.0,0.0008457,0.06458018,6,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,27,75,1,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,mw7801.txt,http://www.beemail.online,www.beemail.online,online,beemail,phishing
87,19,0,24.19714506,0.6875,0.0059772,0.0387198,2,1,0,0,0.0,50,0.575,19,0.218,0,0,0,10,0.115,1,241,103353,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,1,0,0,4,7969464.txt,https://storageapi.fleek.co/0c4f1bc1-9bd4-4d7b-89b5-a58736a465bd-bucket/customindex.html,storageapi.fleek.co,co,storageapifleek0c4f1bc1-9bd4-4d7b-89b5-a58736a465bd-bucketcustomindexhtm,phishing
18,11,0,100.0,1.0,0.0180132,0.04716458,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,475,453,1,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,53,11,14,85,4,74,742330.txt,https://www.nssz.ru,www.nssz.ru,ru,nssz,benign
20,13,0,100.0,1.0,0.5229071,0.059766902,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,393,172,1,100.0,100.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,6,4,14,0,22,520739.txt,https://www.oxhow.com,www.oxhow.com,com,oxhow,benign
